tubelet_id,video_path,video_id,track_id,start_frame,end_frame,start_time_sec,end_time_sec,clip_span_sec,clip_duration_sec,mean_conf,min_conf,mean_bbox_area_ratio,mean_iou,max_center_jump_ratio,split,deep_knn_score_k1,deep_knn_score_k3,deep_knn_score_k5,deep_knn_score_k10,deep_knn_score_k20,deep_knn_score_k1_gauss_s1_0,deep_knn_score_k1_gauss_s2_0,deep_knn_score_k1_gauss_s3_0,deep_knn_score_k3_gauss_s1_0,deep_knn_score_k3_gauss_s2_0,deep_knn_score_k3_gauss_s3_0,deep_knn_score_k5_gauss_s1_0,deep_knn_score_k5_gauss_s2_0,deep_knn_score_k5_gauss_s3_0,deep_knn_score_k10_gauss_s1_0,deep_knn_score_k10_gauss_s2_0,deep_knn_score_k10_gauss_s3_0,deep_knn_score_k20_gauss_s1_0,deep_knn_score_k20_gauss_s2_0,deep_knn_score_k20_gauss_s3_0
homography_macro__20260315_130536_tp00036.mp4__track6633__t40080_40170__00003528,D:\Embeddings_Distribution\raw_videos\20260315_130536_tp00036.mp4,20260315_130536_tp00036.mp4,6633,40080,40170,2805.5417743726407,2811.841643626471,6.299869253830366,6.299869253830366,0.6933835186064243,0.5702341794967651,0.0115595595517879,0.9024948615474526,0.1073164665671181,normal_test,0.13718940317630768,0.14309842884540558,0.1463746875524521,0.15164676308631897,0.1577833592891693,0.13851508881582256,0.13451652144365328,0.13559074447434313,0.14318534727446566,0.139135244339877,0.1402272116560272,0.14662096820094883,0.14234514685380645,0.14317577526287484,0.15234910940279364,0.1483644102875794,0.14890654502467138,0.15873703131040856,0.15501782024954575,0.1554080309353441
homography_macro__20260315_130536_tp00036.mp4__track6633__t40032_40122__00003526,D:\Embeddings_Distribution\raw_videos\20260315_130536_tp00036.mp4,20260315_130536_tp00036.mp4,6633,40032,40122,2802.181844103931,2808.4817133577617,6.2998692538308205,6.2998692538308205,0.6699096076190472,0.4655595421791076,0.0099805318360939,0.7692499677388674,0.3173758815216802,normal_test,0.1453121453523636,0.14769040048122406,0.15137703716754913,0.15731613337993622,0.16380928456783295,0.1332975085165064,0.1334107400815849,0.13543360455146916,0.13705233341260475,0.13760635907888108,0.13976700866576303,0.1405498310255177,0.1405787827498792,0.1424953839432188,0.14721717988520583,0.14679333695638297,0.14813905898375124,0.1541920185733323,0.15363693514685522,0.15461101805540378
homography_macro__20260317_101644_tp00048.mp4__track1329__t43104_43194__00009582,D:\Embeddings_Distribution\raw_videos\20260317_101644_tp00048.mp4,20260317_101644_tp00048.mp4,1329,43104,43194,3017.267075356433,3023.567048370123,6.299973013689851,6.299973013689851,0.5237393043935299,0.4810275137424469,0.0038747188686559,0.9673202180410312,0.0161085469492392,normal_test,0.14117789268493652,0.1423509567975998,0.14422371983528137,0.14632083475589752,0.14866992831230164,0.13937633198288288,0.13642096100035273,0.13040641883400667,0.14061536842915773,0.13767072119933071,0.13175037741295004,0.1426191321798907,0.1398072894555744,0.1338665575913467,0.1446598747741255,0.14206493125638922,0.13646040765539202,0.14708642252133017,0.14460288485422568,0.13945385258132023
homography_macro__20260315_130536_tp00036.mp4__track6620__t40032_40122__00003525,D:\Embeddings_Distribution\raw_videos\20260315_130536_tp00036.mp4,20260315_130536_tp00036.mp4,6620,40032,40122,2802.181844103931,2808.4817133577617,6.2998692538308205,6.2998692538308205,0.7265951000154018,0.4307500720024109,0.0143504961597031,0.8619343790146512,0.2472347080567504,normal_test,0.12183517217636108,0.12760363519191742,0.13124029338359833,0.13941757380962372,0.14710578322410583,0.11747831084724014,0.1320050709841643,0.13337261555366584,0.12277139183153529,0.13699383834546525,0.13824870024719466,0.12555548060375846,0.13945959714242995,0.14062123860028522,0.13249487122879178,0.14533869992760173,0.14587134166789648,0.13993179793646862,0.15206116799653313,0.15212542481889274
homography_macro__20260315_130536_tp00036.mp4__track6646__t40128_40218__00003533,D:\Embeddings_Distribution\raw_videos\20260315_130536_tp00036.mp4,20260315_130536_tp00036.mp4,6646,40128,40218,2808.90170464135,2815.201573895181,6.2998692538308205,6.2998692538308205,0.854975737631321,0.7664996981620789,0.0312597585279195,0.9131728704000116,0.0501877706822892,normal_test,0.10008380562067032,0.10438118129968643,0.1094309464097023,0.11581552028656006,0.12308210134506226,0.1277329982470043,0.13154351888673632,0.12827137799994387,0.13156930592931923,0.13546300722305857,0.13218604999963238,0.135141531342659,0.1386338256358834,0.13538703313593067,0.14017944344193703,0.14363054647048346,0.14066470988134916,0.14681816738489328,0.15036255129713527,0.14753980452040652
homography_macro__20260315_130536_tp00036.mp4__track6485__t39312_39402__00003484,D:\Embeddings_Distribution\raw_videos\20260315_130536_tp00036.mp4,20260315_130536_tp00036.mp4,6485,39312,39402,2751.7828900732843,2758.082759327115,6.2998692538308205,6.2998692538308205,0.8199822064489126,0.4986386597156524,0.0293611334368731,0.8558173444551277,0.1064010563390976,normal_test,0.14594772458076477,0.1529211699962616,0.15538553893566132,0.15905340015888214,0.16331011056900024,0.13876220890532548,0.13264199229627885,0.13078636336688582,0.14363019224047194,0.13625717451816033,0.1341329805128924,0.14624125700797475,0.13856851644821394,0.13636857926875787,0.15017564685442822,0.142617478889447,0.14063157271192128,0.15482456729455166,0.14744476822427266,0.1457854655386291
homography_macro__20260315_130536_tp00036.mp4__track6476__t39312_39402__00003485,D:\Embeddings_Distribution\raw_videos\20260315_130536_tp00036.mp4,20260315_130536_tp00036.mp4,6476,39312,39402,2751.7828900732843,2758.082759327115,6.2998692538308205,6.2998692538308205,0.8795991465449333,0.8512342572212219,0.0418953269822241,0.949264206244112,0.0436856243290088,normal_test,0.12477105855941772,0.12822364270687103,0.13040439784526825,0.132985457777977,0.13622209429740906,0.13271946451378727,0.13159800233897312,0.13024849287280904,0.13728124590987711,0.13552521397202905,0.13376096739952736,0.1396314280134992,0.13786125640372063,0.13601186359272963,0.14274685614891697,0.14137459066337824,0.13980580785847757,0.14651436421217792,0.14560276521396137,0.14439715029554384
homography_macro__20260317_101644_tp00048.mp4__track1501__t44208_44298__00009606,D:\Embeddings_Distribution\raw_videos\20260317_101644_tp00048.mp4,20260317_101644_tp00048.mp4,1501,44208,44298,3094.54674432436,3100.846717338049,6.299973013689851,6.299973013689851,0.5414861161261797,0.4474260210990906,0.0053619664051046,0.9142563081353424,0.0547752002845787,normal_test,0.1457214206457138,0.1601407527923584,0.16707123816013336,0.1747126430273056,0.1809188425540924,0.12994941415635441,0.12527175500858473,0.12229810792916537,0.1396853293169553,0.13331826010597933,0.12935998380941938,0.14444889813959252,0.1374722553862341,0.13319182470980698,0.1500895762086345,0.14242655268423426,0.13778390315070219,0.15543539955479468,0.14754469082888771,0.14280034906568645
homography_macro__20260315_130536_tp00036.mp4__track6485__t39264_39354__00003481,D:\Embeddings_Distribution\raw_videos\20260315_130536_tp00036.mp4,20260315_130536_tp00036.mp4,6485,39264,39354,2748.422959804575,2754.7228290584058,6.2998692538308205,6.2998692538308205,0.7882292438298464,0.4986386597156524,0.0291618048586169,0.907371689456406,0.1064010563390976,normal_test,0.14403727650642395,0.14592285454273224,0.1478392779827118,0.1544422060251236,0.16156509518623352,0.13527895374144794,0.13148755173500434,0.12851352099755506,0.13719296758551092,0.1342035151222123,0.1319420736049148,0.1389767903087033,0.13629213147602875,0.13426135174862847,0.14434569017771703,0.141440181655486,0.1397152270457528,0.15061397156290085,0.14776370509102937,0.14641712688204
homography_macro__20260315_130536_tp00036.mp4__track4393__t26400_26490__00003293,D:\Embeddings_Distribution\raw_videos\20260315_130536_tp00036.mp4,20260315_130536_tp00036.mp4,4393,26400,26490,1847.961647790362,1854.2615170441927,6.2998692538308205,6.2998692538308205,0.8519976809620857,0.7753891944885254,0.0517358482075084,0.9228472438744204,0.157374045014716,normal_test,0.14032861590385437,0.14266063272953033,0.14415256679058075,0.14864803850650787,0.15537002682685852,0.13520569326368403,0.13073324870062053,0.1280496262357027,0.1377090881719685,0.13373717938362684,0.13126838423846685,0.13944734033747086,0.13599967189357476,0.1337523408307934,0.14532914236867267,0.14227639258536479,0.14006468830137528,0.15246663880871217,0.14941659330901244,0.14702715745156905
