tubelet_id,video_id,track_id,start_time_sec,end_time_sec,pose_score,pose_score_smooth,pose_hit_raw,pose_hit_smooth,pose_persistent_hit,pose_valid_frame_ratio,pose_mean_keypoint_conf,pose_valid_keypoint_ratio_mean,pose_wrist_speed_p95,pose_ankle_speed_p95,pose_limb_speed_p95,pose_limb_accel_p95,pose_body_angle_change_p95,pose_crouch_change_p95,pose_arm_extension_change_p95,pose_asymmetry_motion_p95
pose__20260315_104219_tp00035.mp4__track134__t2340_2409__00003116,20260315_104219_tp00035.mp4,134,163.8000966794964,168.63009953030203,117.40031548431891,79.05067294001138,True,True,False,0.9166666865348816,0.8079292178153992,0.3651960790157318,1.2170813083648682,0.0,1.2016277313232422,0.7437272667884827,0.0,0.0,1.6565029621124268,0.0
pose__20260315_130536_tp00036.mp4__track100__t990_1059__00005452,20260315_130536_tp00036.mp4,100,69.29856179213857,74.12846155340884,117.26776806801469,109.00776798771815,True,True,False,1.0,0.8790429830551147,0.8872548937797546,0.7724442481994629,1.1911113262176514,1.0018713474273682,6.158717155456543,0.9912317395210266,0.06452617794275284,0.3984043598175049,0.26935186982154846
pose__20260315_104219_tp00035.mp4__track134__t2358_2427__00003117,20260315_104219_tp00035.mp4,134,165.06009742318483,169.89010027399047,116.90108850261217,83.345478578523,True,True,True,0.9166666865348816,0.7944211959838867,0.35049018263816833,1.2170813083648682,0.0,1.2016277313232422,0.7437272667884827,0.0,0.0,1.6565029621124268,0.0
pose__20260315_104219_tp00035.mp4__track134__t2376_2445__00003119,20260315_104219_tp00035.mp4,134,166.32009816687324,171.1501010176789,116.5291935867661,73.67779335571413,True,True,True,0.9166666865348816,0.7860901951789856,0.3553921580314636,1.2170813083648682,0.0,1.2016277313232422,0.7437272667884827,0.0,0.0,1.6565029621124268,0.0
pose__20260329_125235_tp00073.mp4__track1004__t58086_58155__00037317,20260329_125235_tp00073.mp4,1004,4065.98680167048,4070.8167622343904,113.66754798663891,32.696501531103465,True,False,False,0.9583333134651184,0.7072166204452515,0.46568626165390015,2.9794552326202393,0.0,2.463182210922241,8.889457702636719,0.3509262800216675,0.08281506597995758,0.198084756731987,0.42895370721817017
pose__20260315_130536_tp00036.mp4__track4393__t25776_25845__00007765,20260315_130536_tp00036.mp4,4393,1804.2825542971352,1809.112454058405,109.54107872853274,47.42497465976931,True,False,False,1.0,0.7931209802627563,0.6421568393707275,0.7290562391281128,0.0,0.9547391533851624,5.400108814239502,0.4992564916610718,0.07649213820695877,0.8119852542877197,0.7005751132965088
pose__20260329_163101_tp00076.mp4__track2761__t41400_41469__00040946,20260329_163101_tp00076.mp4,2761,2900.647304320601,2905.481716494469,105.83535929030941,105.83535929030941,True,True,False,0.125,0.9079551696777344,0.1200980395078659,2.910548448562622,2.696045160293579,2.978588104248047,11.113551139831543,0.5678054690361023,0.12137633562088013,0.18302622437477112,0.6852082014083862
pose__20260329_163101_tp00076.mp4__track2761__t41418_41487__00040948,20260329_163101_tp00076.mp4,2761,2901.90845532248,2906.742867496348,104.67477480678093,104.67477480678093,True,True,False,0.2916666567325592,0.9037536382675171,0.28431373834609985,2.8807222843170166,2.778865098953247,2.739671468734741,10.818370819091797,0.5839200019836426,0.11924009025096893,0.18251241743564606,0.7607054114341736
pose__20260315_130536_tp00036.mp4__track1846__t10530_10599__00006401,20260315_130536_tp00036.mp4,1846,737.0847026982012,741.9146024594714,104.34422323026845,62.12183549679201,True,True,True,0.9166666865348816,0.7450876832008362,0.48774510622024536,1.096040964126587,1.6728260517120361,1.5534967184066772,6.7268571853637695,1.1487499475479126,0.5035420656204224,0.31965479254722595,3.557110071182251
pose__20260315_130536_tp00036.mp4__track195__t1746_1815__00005614,20260315_130536_tp00036.mp4,195,122.21746352431713,127.0473632855874,104.01113574638819,54.887620074116654,True,False,False,1.0,0.8563748002052307,0.9289215803146362,0.4001743495464325,1.0911964178085327,0.7722159624099731,2.1492395401000977,0.634536862373352,0.17176871001720428,0.23276081681251526,0.2728545665740967
