tubelet_id,video_id,track_id,video_path,start_frame,end_frame,start_time_sec,end_time_sec,source_fps,effective_sample_fps,split,macro_speed_mean_mps,macro_speed_median_mps,macro_speed_p95_mps,macro_accel_p95_mps2,macro_straightness_ratio,macro_direction_change_mean_rad,macro_stationary_step_ratio,macro_score_raw,macro_score_smooth,macro_gate_hit
homography_macro__20260317_122808_tp00050.mp4__track1188__t15264_15354__00012322,20260317_122808_tp00050.mp4,1188,D:\Embeddings_Distribution\raw_videos\20260317_122808_tp00050.mp4,15264,15354,1068.468368141593,1074.768299557522,14.285869806842255,2.380978301140376,calibration,0.012247974,0.009550372,0.033085056,0.051840227,0.1986734,1.08428,1.0,-8.880956620452723,0.1605596794291515,False
homography_macro__20260317_122808_tp00050.mp4__track1216__t15264_15354__00012323,20260317_122808_tp00050.mp4,1216,D:\Embeddings_Distribution\raw_videos\20260317_122808_tp00050.mp4,15264,15354,1068.468368141593,1074.768299557522,14.285869806842255,2.380978301140376,calibration,0.002588,0.0020787448,0.005229926,0.0069130072,0.3579416,0.7899641,1.0,-13.639537393740238,-3.1880294533655062,False
homography_macro__20260317_122808_tp00050.mp4__track1222__t15264_15360__00012324,20260317_122808_tp00050.mp4,1222,D:\Embeddings_Distribution\raw_videos\20260317_122808_tp00050.mp4,15264,15360,1068.468368141593,1075.1882949852509,14.285869806842255,2.380978301140376,calibration,0.026993908,0.01844464,0.06569948,0.14145797,0.32512316,0.92637813,0.8,-3.304352463695553,2.239528281867322,False
homography_macro__20260317_122808_tp00050.mp4__track1188__t15312_15402__00012325,20260317_122808_tp00050.mp4,1188,D:\Embeddings_Distribution\raw_videos\20260317_122808_tp00050.mp4,15312,15402,1071.828331563422,1078.1282629793511,14.285869806842255,2.380978301140376,calibration,0.053508144,0.03834558,0.17853224,0.28922403,0.25336382,0.86369026,0.6,3.883613425981841,1.1342966301178672,False
homography_macro__20260317_122808_tp00050.mp4__track1216__t15312_15402__00012326,20260317_122808_tp00050.mp4,1216,D:\Embeddings_Distribution\raw_videos\20260317_122808_tp00050.mp4,15312,15402,1071.828331563422,1078.1282629793511,14.285869806842255,2.380978301140376,calibration,0.03320486,0.0077142697,0.110557824,0.13509773,0.82484573,0.8313117,0.73333335,1.7115483293888105,0.028874136965567107,False
homography_macro__20260317_122808_tp00050.mp4__track1222__t15312_15414__00012327,20260317_122808_tp00050.mp4,1222,D:\Embeddings_Distribution\raw_videos\20260317_122808_tp00050.mp4,15312,15414,1071.828331563422,1078.9682538348084,14.285869806842255,2.380978301140376,calibration,0.06524493,0.029869957,0.24273987,0.31073207,0.69298273,0.9600765,0.6666667,3.3257082012817643,2.84120967677151,False
homography_macro__20260317_122808_tp00050.mp4__track1216__t15360_15450__00012328,20260317_122808_tp00050.mp4,1216,D:\Embeddings_Distribution\raw_videos\20260317_122808_tp00050.mp4,15360,15450,1075.1882949852509,1081.48822640118,14.285869806842255,2.380978301140376,calibration,0.2462406,0.06974557,0.9131989,2.1797378,0.56604403,1.4776417,0.4,13.012673876097717,2.6780513773430794,False
homography_macro__20260317_122808_tp00050.mp4__track1222__t15360_15468__00012329,20260317_122808_tp00050.mp4,1222,D:\Embeddings_Distribution\raw_videos\20260317_122808_tp00050.mp4,15360,15468,1075.1882949852509,1082.748212684366,14.285869806842255,2.380978301140376,calibration,0.088076204,0.05804586,0.35566586,0.4896446,0.58459806,1.0917659,0.46666667,8.22538522276779,3.3634467753265924,False
homography_macro__20260317_122808_tp00050.mp4__track1216__t15408_15498__00012330,20260317_122808_tp00050.mp4,1216,D:\Embeddings_Distribution\raw_videos\20260317_122808_tp00050.mp4,15408,15498,1078.5482584070796,1084.8481898230089,14.285869806842255,2.380978301140376,calibration,0.32328236,0.1251503,0.8658855,1.8059129,0.059060246,1.2560666,0.2,12.087919778648324,3.4148539144039645,False
homography_macro__20260317_122808_tp00050.mp4__track1216__t15456_15546__00012331,20260317_122808_tp00050.mp4,1216,D:\Embeddings_Distribution\raw_videos\20260317_122808_tp00050.mp4,15456,15546,1081.9082218289086,1088.2081532448378,14.285869806842255,2.380978301140376,calibration,0.30213937,0.18483053,0.79218316,1.727284,0.01391241,0.9529226,0.33333334,9.58870441509537,2.084515326786349,False
